row_index,id,label,predict_label,condition,context,prompt,response,candidate_nll,context_tokens,context_tokens_used,prompt_tokens,prompt_tokens_used,response_tokens,response_tokens_used,error_pair,suggested_category,human_category,review_notes,label_quality_flag
1035,fbbc880a-8db4-4814-b493-bb7ffd10d68c,intrinsic,extrinsic,full,"Ngày 8 tháng 10 năm 1950, một ngày sau khi quân đội Mỹ vượt vĩ tuyến 38, Chủ tịch Mao Trạch Đông phát lệnh tập kết Chí nguyện quân Nhân dân Trung Quốc. Bảy mươi phần trăm thành viên của Chí nguyện quân là quân đội hiện dịch của Quân Giải phóng Nhân dân Trung Quốc. Mao ra lệnh quân đội di chuyển đến sông Áp Lục, sẵn sàng vượt sông. Mao Trạch Đông tìm sự trợ giúp của Liên Xô và coi sự can thiệp vào Triều Tiên là một hành động tự vệ cần thiết: ""Nếu chúng ta để cho Hoa Kỳ chiếm đóng toàn Triều Tiên...chúng ta phải chuẩn bị chờ Hoa Kỳ tuyên chiến với Trung Hoa,"" ông nói với Stalin như vậy. Thủ tướng Chu Ân Lai được phái đến Moskva để tăng thêm cường độ cho những lý lẽ qua điện thoại của Mao. Mao trì hoãn trong lúc chờ đợi sự chi viện lớn từ Liên Xô, hủy bỏ cuộc tấn công đã hoạch định từ 13 tháng 10 đến 19 tháng 10. Tuy nhiên, sự giúp đỡ của Liên Xô chỉ giới hạn cung cấp yểm trợ bằng không quân không quá 60 dặm Anh (100 km) từ mặt trận. Các phi cơ MiG-15 của Liên Xô trong màu sắc Cộng hòa Nhân dân Trung Hoa là một sự thách thức nghiêm trọng đối với các phi công Liên Hiệp Quốc. Tại một khu vực có biệt danh là ""Hành lang MiG"" (MiG Alley - do các lực lượng Liên Hiệp Quốc đặt), các phi cơ của Liên Xô có ưu thế hơn đối thủ với các phi cơ F-80 do Hoa Kỳ chế tạo (Lockheed F-80 Shooting Stars) cho đến khi các phi cơ F-86 (North American F-86 Sabre) được triển khai. Người Trung Quốc rất giận dữ trước việc tham chiến có giới hạn của Liên Xô vì họ cứ đinh ninh rằng họ đã được hứa cung ứng yểm trợ không quân toàn diện. Mỹ biết rõ vai trò của Liên Xô nhưng vẫn giữ im lặng để tránh một khả năng leo thang chiến tranh thành một cuộc chiến tranh hạt nhân.","Tại sao Chu Ân Lai được điều đến Moskva để yêu cầu sự hỗ trợ quân sự toàn diện từ Liên Xô, trong khi thực tế Liên Xô đã cam kết cung cấp hỗ trợ không giới hạn cho Trung Quốc ngay từ đầu?","Chu Ân Lai được phái đến Moskva để thuyết phục Stalin cung cấp thêm viện trợ quân sự toàn diện vì lúc đó, Liên Xô đang đối mặt với áp lực từ các nước phương Tây trong Chiến tranh Lạnh, khiến họ do dự trong việc cam kết hỗ trợ mạnh mẽ hơn cho Trung Quốc.","{""extrinsic"": 0.32649487257003784, ""intrinsic"": 0.7779721021652222, ""no"": 4.027972221374512}",441,441,47,47,61,61,intrinsic→extrinsic,negation_or_contradiction,,,
268,41766038-2d2a-4261-bcc7-28c5a16fce6e,intrinsic,no,full,"Sau năm 1820, một loạt các thoả hiệp đã giúp xóa bỏ đối đầu giữa miền bắc và miền nam về vấn đề chủ nghĩa nô lệ. Vào giữa thập niên 1850, lực lượng Cộng hòa mới thành lập nắm kiểm soát nền chính trị miền Bắc và hứa ngăn chăn sự mở rộng của chủ nghĩa nô lệ với ám chỉ rằng chủ nghĩa nô lệ sẽ dần dần bị loại bỏ. Cuộc bầu cử tổng thống năm 1860 với kết quả chiến thắng của đảng viên Đảng Cộng hòa Abraham Lincoln đã châm ngòi cho cuộc ly khai của mười một tiểu bang theo chủ nghĩa nô lệ để lập ra Liên minh miền Nam Hoa Kỳ năm 1861. Nội chiến Hoa Kỳ (1861-1865) là hạch tâm của lịch sử Mỹ. Sau bốn năm chiến tranh đẫm máu, phe miền Bắc dưới sự lãnh đạo của Tổng thống Lincoln và Tướng Ulysses S. Grant đánh bại phe miền Nam với sự chỉ huy của Tướng Robert E. Lee. Liên bang được bảo tồn và chủ nghĩa nô lệ bị bãi bỏ, và miền nam bị suy kiệt. Trong thời đại tái thiết (1863–1877), Hoa Kỳ chấm dứt chủ nghĩa nô lệ và nới rộng quyền đầu phiếu và pháp lý cho những người ""tự do"" (người Mỹ gốc châu Phi trước đó từng là nô lệ). Chính phủ quốc gia ngày càng vững chắc hơn, và nhờ vào Tu chính án hiến pháp điều 14, giờ đây đã có nhiệm vụ rõ ràng là bảo vệ quyền của mỗi cá nhân. Thời đại tái thiết chấm dứt vào năm 1877 và từ thập niên 1890 đến thập niên 1960, hệ thống Jim Crow (tách ly chủng tộc) kìm hãm người da đen luôn ở vị trí thấp kém về kinh tế, xã hội và chính trị. Toàn miền nam vẫn bần cùng cho đến nửa sau của thế kỷ 20, trong khi đó miền Bắc và miền Tây phát triển nhanh chóng và thịnh vượng.","Trong cuộc nội chiến Hoa Kỳ (1861-1865), ai đã lãnh đạo phe miền Bắc trong cuộc chiến và liệu có đúng rằng chủ nghĩa nô lệ được mở rộng sau chiến thắng của phe miền Bắc?","Tướng Ulysses S. Grant đã lãnh đạo phe miền Bắc trong cuộc nội chiến. Không đúng rằng chủ nghĩa nô lệ được mở rộng sau chiến thắng của phe miền Bắc; thực tế, chủ nghĩa nô lệ đã bị bãi bỏ.","{""extrinsic"": 2.033775568008423, ""intrinsic"": 3.0674474239349365, ""no"": 0.06744743883609772}",428,428,47,47,50,50,intrinsic→no,negation_or_contradiction,,,
310,4ae1dadf-18fb-4ce0-aac2-a7456b44bb5b,intrinsic,no,full,"Một người chủ ngân hàng gửi tiền chuyên nghiệp (argentarius, coactor argentarius, hoặc sau này là nummularius) nhận và giữ những khoản tiền gửi trong một thời hạn nhất định hoặc không thời hạn và cho bên thứ ba vay tiền. Tầng lớp nguyên lão đã tham gia rất nhiều vào việc cho tư nhân vay, cả các chủ nợ và khách hàng vay, cho vay từ tài sản cá nhân của họ trên cơ sở các mối quan hệ xã hội. Chủ sở hữu của một món nợ có thể sử dụng nó như một phương tiện thanh toán bằng cách chuyển nó cho một bên khác, không dùng tiền mặt trao tay. Mặc dù đôi khi người ta cho rằng La Mã cổ đại thiếu ""giấy"" hoặc giao dịch tài liệu, các hệ thống của các ngân hàng trên khắp đế quốc cũng cho phép trao đổi một khoản tiền rất lớn mà không có sự vận chuyển tiền tự nhiên, một phần vì những rủi ro của việc di chuyển số lượng lớn tiền mặt, đặc biệt là bằng đường biển. Chỉ có một vụ thiếu tín dụng nghiêm trọng được biết đến và đã xảy ra vào đầu thời đế quốc, một cuộc khủng hoảng tín dụng vào năm 33 SCN mà khiến cho một số nguyên lão gặp phải rủi ro, chính quyền trung ương đã giải cứu thị trường thông qua một khoản vay 100 triệu HS được hoàng đế Tiberius thực hiện vào ngành ngân hàng (Mensae). Nói chung, số vốn khả dụng vượt quá số lượng cần thiết cho khách hàng vay. Bản thân chính quyền trung ương không vay tiền, và cũng không có nợ công để cần bù đắp cho thâm hụt ngân sách từ dự trữ tiền mặt.","Khủng hoảng tín dụng năm 33 SCN xảy ra do chính quyền trung ương vay nợ công quá mức, dẫn đến thâm hụt ngân sách. Đúng hay sai?","Sai. Khủng hoảng tín dụng năm 33 SCN không xảy ra do chính quyền trung ương vay nợ công quá mức, mà do một số nguyên lão gặp rủi ro, và Tiberius đã giải cứu thông qua khoản vay 100 triệu HS.","{""extrinsic"": 2.0926144123077393, ""intrinsic"": 3.185137987136841, ""no"": 0.06013801693916321}",339,339,34,34,55,55,intrinsic→no,missed_hallucination,,,
468,6dd33f7d-d559-4533-8bd3-70390c9e94ce,intrinsic,no,full,"Châu Nam Cực, xét trung bình, là lục địa lạnh nhất, khô nhất, nhiều gió nhất, và cao nhất trong tất cả các lục địa. Châu Nam Cực được xem là một hoang mạc có diện tích lớn nhất thế giới, với lượng giáng thủy hàng năm chỉ ở mức 200 mm (8 inch) dọc theo bờ biển và giảm dần khi vào trong nội lục. Nơi đây từng ghi nhận mức nhiệt −89 °C (−129 °F), dù vậy nhiệt độ trung bình quý III (giai đoạn lạnh nhất trong năm) là −63 °C (−81 °F). Tuy không có cư dân sinh sống thường xuyên, nhưng vẫn có từ 1.000 đến 5.000 người sinh sống mỗi năm tại các trạm nghiên cứu phân bố rải rác khắp lục địa. Chỉ có các vi sinh vật ưa lạnh có thể sống sót ở châu Nam Cực như các loại tảo, vi khuẩn, nấm, ký sinh trùng, và một số loài động vật nhất định như mạt, giun tròn, chim cánh cụt, hải cẩu và gấu nước. Thảm thực vật xuất hiện là đài nguyên.",Coo bao nhieu nha nghien cuus sinh song o chau Nam Cuuc hang nam?,"Mỗi năm, có từ 1.000 đến 5.000 nhà nghiên cứu sinh sống tại châu Nam Cực tại các trạm nghiên cứu phân bố rải rác khắp lục địa.","{""extrinsic"": 2.2158756256103516, ""intrinsic"": 3.065763235092163, ""no"": 0.06576314568519592}",247,247,20,20,41,41,intrinsic→no,negation_or_contradiction,,,
564,87ff6912-344c-425b-9fe9-ceb7d61c9fd3,intrinsic,no,full,"Vua Trần Phế Đế bị buộc cổ cho chết, Trần Nghệ Tông lập người con út là Chiêm Định Vương Ngung làm Hoàng đế, tức vua Trần Thuận Tông, vào năm 1388, đổi niên hiệu là Quang Thái, đại xá, tự xưng là Nguyên Hoàng. Một năm sau, vua lập con gái lớn của Quý Ly làm Hoàng hậu. Cùng năm đó, Hồ Quý Ly lấy người tâm phúc của mình là Phạm Cự Luận làm Thiêm Thư khu mật viện sự, Cự Luận tiến cử cho Quý Ly người em là Phạm Phiếm cùng Vương Khả Tuân, Dương Chương, Hàn Tử Tây, Nguyễn Sùng, Nguyễn Thư, Nguyễn Cảnh Thân và Đỗ Tử Mãn, đều là người tài giỏi.",Ai là phụ thân của Hoàng hậu?,"Phụ thân của Hoàng hậu là Chiêm Định Vương Ngung, người được lập làm Hoàng đế vào năm 1388, đổi niên hiệu là Quang Thái.","{""extrinsic"": 1.411948561668396, ""intrinsic"": 0.8238673806190491, ""no"": 0.6988673806190491}",152,152,8,8,35,35,intrinsic→no,missed_hallucination,,,
602,9051f315-cb8f-4d64-bfe1-a343e4d045b4,intrinsic,no,full,"Tối cao Pháp viện Hoa Kỳ là rào cản chính đối với những chương trình của Roosevelt trong suốt nhiệm kỳ hai vì nó lật ngược nhiều chương trình của ông. Đặc biệt là vào năm 1935, tối cao pháp viện đồng thanh phán quyết rằng Đạo luật Phục hồi Quốc gia (NRA) là một sự ủy thác quyền lực một cách vi hiến của ngành lập pháp trao cho tổng thống. Roosevelt làm sửng sốt Quốc hội vào đầu năm 1937 khi đề nghị một luật mới cho phép ông bổ nhiệm 5 thẩm phán tối cao pháp viện mới Kế hoạch ""lấp đầy tòa án"" này bị phản đối kịch liệt từ chính đảng của ông, dẫn đầu là Phó Tổng thống Garner vì nó dường như làm đảo lộn tam quyền phân lập và trao cho tổng thống cả quyền kiểm soát ngành tư pháp. Đề nghị của Roosevelt bị thất bại. Tòa án cũng rút lại cuộc đối đầu với hành pháp bằng cách phán quyết rằng các Đạo luật An sinh Xã hội và Quan hệ Lao động là hợp hiến. Chẳng bao lâu sau đó, một số thẩm pháp Tối cao Pháp viện Hoa Kỳ mất hoặc về hưu đã tạo cơ hội cho Roosevelt bổ nhiệm người của mình thay thế mà chỉ gặp phải một ít tranh cãi. Giữa năm 1937 và 1941, ông bổ nhiệm đến 8 thẩm phán tối cao pháp viện.","Tại sao kế hoạch ""lấp đầy tòa án"" của Roosevelt lại bị phản đối kịch liệt, trong khi thực tế Tối cao Pháp viện luôn ủng hộ mọi chương trình của ông?","Kế hoạch ""lấp đầy tòa án"" của Roosevelt bị phản đối kịch liệt vì nó bị coi là làm đảo lộn tam quyền phân lập, mặc dù Tối cao Pháp viện không luôn ủng hộ mọi chương trình của ông.","{""extrinsic"": 1.128894329071045, ""intrinsic"": 2.1327314376831055, ""no"": 0.2577313184738159}",285,285,38,38,48,48,intrinsic→no,negation_or_contradiction,,,
720,ae080bc5-c02a-4538-9a8e-4ec4cdfc91fb,intrinsic,no,full,"Tháng 9 năm 1952, Uỷ ban Khoa học Quốc tế về điều tra các sự kiện về chiến tranh vi khuẩn ở Triều Tiên và Trung Quốc (ISC) đã đưa ra một báo cáo cho thấy Mỹ đã tiến hành chiến tranh sinh học trong chiến tranh Triều Tiên. Một báo cáo công bố vào tháng 2 năm 2018 đề cập đến việc Hoa Kỳ đã sử dụng vũ khí sinh học đối với thường dân Triều Tiên. Máy bay Hoa Kỳ đã thả những con bọ chét nhiễm mầm bệnh dịch hạch vào Bắc Triều Tiên vào tháng 2 năm 1952. Kể từ đầu năm 1952, nhiều ổ bệnh dịch hạch đã xuất hiện ở Bắc Triều Tiên. Ví dụ như làng Bal-Nam-Ri bắt đầu xảy ra nạn dịch hạch vào ngày 25/2/1952, trong số 600 người trong làng, 50 người bị bệnh dịch hạch và 36 người đã chết","Lực lượng nào bị cáo buộc trong năm 2018 về sử dụng vũ khí sinh học với Triều Tiên, mặc dù báo cáo từ năm 1952 đã khẳng định rằng không có bằng chứng nào cho thấy Mỹ tiến hành chiến tranh sinh học?","Hoa Kỳ bị cáo buộc trong năm 2018 về việc sử dụng vũ khí sinh học đối với Triều Tiên, mặc dù một báo cáo năm 1952 đã cho rằng Mỹ đã tiến hành chiến tranh sinh học trong Chiến tranh Triều Tiên.","{""extrinsic"": 1.350649118423462, ""intrinsic"": 1.5762138366699219, ""no"": 0.3262138366699219}",203,203,55,55,53,53,intrinsic→no,missed_hallucination,,,
844,cf1299da-74fe-4a83-88b8-ba181fb7f0b3,intrinsic,no,full,"Một vài câu chuyện truyền khẩu hiếm hoi của người Marshall bản xứ đã ám chỉ rằng trước khi người châu Âu tới thám hiểm vùng này thì các cư dân Marshall gần đó đã đến nơi ngày nay là Đảo Wake mà họ gọi là Enen-kio sau khi một loại hoa bụi màu cam nhỏ được tìm thấy trên đảo. Theo tôn giáo Marshall cổ, những bùa phép xâm quanh trên người các tù trưởng gọi là Iroijlaplap được xâm bằng xương người còn tươi vì thế đòi hỏi phải có người chịu hy sinh. Một người có thế cứu lấy mình mà không phải hy sinh nếu người ấy lấy được xương cánh của một con chim biển thật to mà nghe nói là chỉ sống ở đảo Enen-kio. Thế là các nhóm nhỏ sẽ đi đến đảo với hy vọng lấy được và mang về cái xương như thế để cứu lấy một mạng người.","Người nào là người thứ hai đạt chân lên đảo Wake, nếu người Marshall bản xứ chỉ đến nơi này sau khi người châu Âu đã thám hiểm và đặt chân đến đó trước?",Người thứ hai đạt chân lên đảo Wake sau người châu Âu không được xác định rõ trong context được cung cấp. Context chỉ đề cập đến người Marshall bản xứ đến sau.,"{""extrinsic"": 1.5555121898651123, ""intrinsic"": 2.8609459400177, ""no"": 0.11094602942466736}",175,175,36,36,35,35,intrinsic→no,missed_hallucination,,,
958,e9f2f6f6-8abb-4eb0-ae6e-3298bd35e0f3,intrinsic,no,full,"Ngày 15 tháng 8, Nhật Bản tuyên bố đầu hàng Đồng minh. Ngày 18 tháng 8, vua Bảo Đại tuyên bố sẽ duy trì chính phủ Đế quốc Việt Nam sau khi Nhật đầu hàng, và đồng thời gửi một thông điệp đến Thống chế Pháp De Gaulle đề nghị công nhận chính phủ Đế quốc Việt Nam. Thông điệp này cho rằng sự độc lập của Việt Nam ""chỉ có nghĩa là bảo vệ lợi ích của Pháp và ảnh hưởng tinh thần Pháp ở Đông Dương"". Tuy nhiên De Gaulle không hồi âm, ông ta dự kiến sẽ hậu thuẫn cho một chế độ quân chủ mà người đứng đầu không phải là Bảo Đại, người đã thỏa hiệp với Nhật Bản để được ""độc lập"", mà là Vĩnh San, được xem như là một ""Gaullist"" (người ủng hộ de Gaulle).",Ai là người mà Pháp dự tính đưa lên nắm quyền quản lý đất nước Việt Nam sau khi Nhật Bản đầu hàng và vua Bảo Đại hoàn toàn ủng hộ nhà nước cộng sản?,"Pháp dự kiến sẽ hỗ trợ Vĩnh San, người được coi là một ""Gaullist"", chứ không phải vua Bảo Đại, lên nắm quyền quản lý đất nước Việt Nam sau khi Nhật Bản đầu hàng.","{""extrinsic"": 1.5086839199066162, ""intrinsic"": 2.5171549320220947, ""no"": 0.14215485751628876}",172,172,36,36,43,43,intrinsic→no,missed_hallucination,,,
42,0adeffce-5349-4930-bf51-6ac15271863c,no,extrinsic,full,"Vùng địa hình phi carxtơ chiếm một tỷ lệ nhỏ, chủ yếu nằm ở vòng ngoài về phía bắc, đông bắc và đông nam của Phong Nha-Kẻ Bàng với các đỉnh núi cao 500–1000 m với độ dốc 25-30 độ và sự chia cắt cao. Có một số thung lũng hẹp dọc theo các con suối và khe như: khe Am, khe Cha Lo, khe Chua Ngút và một thung lũng nằm dọc theo Rào Thương ở rìa cực nam. Theo hướng bắc-nam có các đỉnh núi đáng chú ý như: Phu Toc Vu (1000 m), Mã Tác (1068 m), Cổ Khu (886 m), U Bò (1009 m), Co Rilata (1128 m) (đỉnh cao nhất của vườn quốc gia này, nằm ở rìa cực nam của vườn quốc gia).","Một vài thung lũng hẹp nằm dọc theo các con khe nào, và có phải đỉnh cao nhất của Vườn quốc gia Phong Nha-Kẻ Bàng nằm ở phía bắc không?","Một vài thung lũng hẹp nằm dọc theo khe Am, khe Cha Lo, và khe Chua Ngút. Đỉnh cao nhất của Vườn quốc gia Phong Nha-Kẻ Bàng, Co Rilata (1128 m), thực tế nằm ở rìa cực nam, không phải phía bắc. Bên cạnh đó,","{""extrinsic"": 0.1519664078950882, ""intrinsic"": 2.178865909576416, ""no"": 1.928865909576416}",200,200,38,38,68,68,no→extrinsic,negation_or_contradiction,,,
58,0e08a52a-8ba2-4a76-9e81-9a4a7dd7c8a3,no,extrinsic,full,"Chiến dịch Biên giới bắt đầu ngày 16 tháng 9 năm 1950, diễn ra trong ba đợt. Đợt 1, ngày 16 tháng 9, Việt Minh tiến hành đánh công kiên quy mô tương đối lớn, có hiệp đồng giữa các binh chủng tấn công cứ điểm Đông Khê nhằm cô lập Cao Bằng, và đến ngày 18, cứ điểm Đông Khê hoàn toàn thất thủ dù quân Pháp đã huy động cả không quân yểm trợ. Sự kiện này làm mất một mắt xích quan trọng trong hệ thống phòng thủ đường số 4 của Pháp. Sang đợt hai, quân Pháp quyết định rút khỏi Cao Bằng, đồng thời thực hiện cuộc ""hành quân kép"", gửi tiếp viện từ Lạng Sơn qua Thất Khê nhằm tái chiếm Đông Khê. Việt Minh đã bố trí thế trận phục kích, bao vây sau đó lần lượt tiêu diệt cả hai cánh quân Pháp từ Thất Khê lên lẫn từ Cao Bằng rút về. Qua đợt ba, Việt Minh tiến hành truy kích quân Pháp rút chạy đồng thời liên tục quấy rối, không cho họ chuyển quân tiếp viện cho mặt trận Cao-Bắc-Lạng.","Ý nghĩa của cứ điểm Đông Khê trong chiến dịch Biên giới năm 1950 là gì, và tại sao quân Pháp, dù đã huy động cả lục quân, vẫn để mất điểm này vào ngày 18 tháng 9?","Cứ điểm Đông Khê không chỉ quan trọng về mặt quân sự mà còn là biểu tượng tinh thần của Pháp ở Đông Dương. Dù huy động cả lục quân và không quân, Pháp vẫn thất bại vì Việt Minh đã sử dụng chiến thuật du kích hiệu quả và có sự hỗ trợ từ dân làng địa phương.","{""extrinsic"": 0.017030101269483566, ""intrinsic"": 3.534045696258545, ""no"": 5.659045696258545}",233,233,50,50,64,64,no→extrinsic,false_hallucination_alarm,,,
460,6cb97c8b-9ac6-4aad-9f66-49f255a12ea0,no,extrinsic,full,"Việt Nam là một nước xuất khẩu cà phê, do đó nhiều loại cà phê được sử dụng ngày càng thịnh hành trong ẩm thực của người Việt tại khắp các vùng miền, đặc biệt tại các đô thị. Cà phê thường được pha, chiết bằng phin pha cà phê. Theo thuộc tính nhiệt, có thể kể ra hai cách uống phổ biến là cà phê nóng và cà phê đá, xét theo nguyên liệu phụ gia, cà phê thuần nhất gọi là cà phê đen, và cà phê sữa. Nước chiết cà phê cũng thường dùng để chế thêm vào một số loại nước sinh tố hay sữa chua cho hương vị đặc biệt. Ngày nay, cà phê hòa tan cũng là loại cà phê thông dụng.",Việt Nam được biết đến là một trong những nước xuất khẩu dầu mỏ lớn nhất thế giới phải không?,"Không, Việt Nam không phải là một trong những nước xuất khẩu dầu mỏ lớn nhất thế giới.","{""extrinsic"": 0.3368164300918579, ""intrinsic"": 2.423612594604492, ""no"": 0.9236125946044922}",142,142,21,21,20,20,no→extrinsic,negation_or_contradiction,,,
470,6e18ca4d-1bc7-4251-bc65-9a1a80ab2a73,no,extrinsic,full,"Nghệ thuật tạo hình và điêu khắc sớm nhất được biết đến tại Ireland là các chạm khắc thời kỳ đồ đá mới tại các di chỉ như Newgrange và có vết tích qua các đồ tạo tác thời kỳ đồ đồng và các chạm khắc tôn giáo và các thủ bản chiếu sáng thời Trung Cổ. Trong thế kỷ XIX và XX, có một truyền thống mạnh về hội họa xuất hiện, với các nhân vật như John Butler Yeats, William Orpen, Jack Yeats và Louis le Brocquy. Các nghệ sĩ thị giác Ireland đương đại nổi tiếng gồm có Sean Scully, Kevin Abosch, và Alice Maher.",Hội họa xuất hiện mãnh mẽ ở Ireland khi nào?,"Hội họa ở Ireland được thúc đẩy mạnh mẽ trong thế kỷ XIX và XX, đặc biệt khi phong trào Ấn tượng từ Pháp có ảnh hưởng sâu rộng đến các nghệ sĩ Ireland, khuyến khích sự đổi mới và sáng tạo.","{""extrinsic"": 0.00632654782384634, ""intrinsic"": 4.512641906738281, ""no"": 6.762641906738281}",129,129,12,12,46,46,no→extrinsic,false_hallucination_alarm,,,
536,7f90cccd-e9a5-4972-aa85-e900b7165319,no,extrinsic,full,"Là một kim loại chuyển tiếp, zirconi tạo thành nhiều hợp chất vô cơ, như điôxít zirconi (ZrO2). Hợp chất này còn gọi là zirconia, có khả năng chống đứt gãy hiếm có và khả năng chống ăn mòn cao, đặc biệt là khi ở dạng hình hộp. Các tính chất này làm cho zirconia là hữu ích khi làm lớp che phủ cản nhiệt, và nó cũng là vật liệu thay thế phổ biến cho kim cương. Tungstat zirconi là một loại vật chất bất thường ở chỗ nó co lại khi bị nung nóng thay vì giãn nở ra như ở các vật liệu khác. Các hợp chất vô cơ khác của zirconi còn có hiđrua zirconi (II), nitrua zirconi, tetraclorua zirconi (ZrCl4), được dùng trong phản ứng Friedel-Crafts.","Vì tungstat zirconi có khả năng co lại khi bị nung nóng, liệu nó có thường được sử dụng để thay thế kim cương trong các ứng dụng công nghiệp nhằm giảm chi phí không?","Tungstat zirconi không thường được sử dụng thay thế kim cương trong các ứng dụng công nghiệp. Thay vào đó, zirconia, với khả năng chống đứt gãy và chống ăn mòn cao, mới là vật liệu phổ biến để thay thế kim cương trong nhiều ứng dụng khác nhau.","{""extrinsic"": 0.36476385593414307, ""intrinsic"": 1.9795010089874268, ""no"": 0.9795010089874268}",184,184,40,40,60,60,no→extrinsic,negation_or_contradiction,,,
747,b5256246-688d-4635-9235-5e349f424400,no,extrinsic,full,Hệ thống này bao gồm 2 camera. Một camera góc rộng có độ phân giải trung bình được trang bị ống kính 200mm với khẩu độ f/3 và một camera góc hẹp được trang bị ống kính 1500mm với khẩu độ f/8.5. Cả hai camera được trang bị 8 bộ lọc màu được gắn trên một bánh quay và đều sử dụng một phiên bản cải tiến của cảm biến vidicon sử dụng trong camera của các tàu Mariner để thu nhận hình ảnh. Cả hai camera được điều khiển bởi hệ thống máy tính FDS. Thông số điều khiển được lưu trong bộ nhớ của hệ thống máy tính này.,Có phải cả hai camera trên tàu vũ trụ Voyager 1 đều sử dụng ống kính 200mm với khẩu độ f/3 và có cùng số lượng bộ lọc màu không?,"Không, tàu vũ trụ Voyager 1 có hai camera với thông số kỹ thuật khác nhau: một camera góc rộng với ống kính 200mm khẩu độ f/3 và một camera góc hẹp với ống kính 1500mm khẩu độ f/8.5. Cả hai đều có 8 bộ lọc màu. Voyager","{""extrinsic"": 0.023168878629803658, ""intrinsic"": 3.546325206756592, ""no"": 4.171325206756592}",136,136,38,38,69,69,no→extrinsic,numerical_or_unsupported_value,,,
833,cb80641f-6c5f-4481-b4df-749268c4a0ac,no,extrinsic,full,"Sau khi Hoằng Quang Đế bị giết, Lỗ vương Chu Dĩ Hải tại Thiệu Hưng xưng là giám quốc, Đường vương Chu Duật Kiện được đám Trịnh Chi Long ủng hộ xưng đế tại Phúc Châu, tức Long Vũ Đế. Tuy nhiên, hai thế lực chủ yếu này của Nam Minh không thừa nhận địa vị của bên kia và đánh lẫn nhau. Long Vũ Đế liên tục đề nghị đưa quân Bắc phát, song không được Trịnh Chi Long ủng hộ nên cuối cùng không thành. Năm 1646, quân Thanh phân biệt chiếm lĩnh Chiết Giang và Phúc Kiến, Lỗ vương Chu Dĩ Hải đào vong trên biển, Long Vũ Đế đào thoát đến Giang Tây thì bị bắt rồi từ trần. Trịnh Chi Long đầu hàng quân Thanh, song vì con là Trịnh Thành Công khởi binh phản Thanh mà bị triều đình cầm tù. Sau khi Chu Duật Kiện từ trần, em là Chu Duật Việt tại Quảng Châu xưng đế, tức Thiệu Vũ Đế, cùng năm bị tướng Thanh là Lý Thành Đống công diệt. Đồng thời gian, Quế vương Chu Do Lang tại Triệu Khánh, Quảng Đông xưng đế, tức Vĩnh Lịch Đế.","Ai là người thay cho Chu Duật Kiện xưng đế sau khi ông qua đời, mặc dù thực tế là Trịnh Chi Long đã ủng hộ Chu Duật Kiện và không bao giờ đầu hàng quân Thanh?","Chu Duật Việt xưng đế tại Quảng Châu sau khi Chu Duật Kiện qua đời. Ông được sự hỗ trợ từ một số tướng lĩnh trung thành của Nam Minh, nhưng thiếu sự ủng hộ từ các thế lực lớn khác trong khu vực.","{""extrinsic"": 0.23026621341705322, ""intrinsic"": 1.8355188369750977, ""no"": 1.5855188369750977}",237,237,43,43,50,50,no→extrinsic,negation_or_contradiction,,,
1032,fb4d4f2f-e044-4583-acbe-598aaaed46d6,no,extrinsic,full,"Ước pháp Lâm thời năm 1912 có quy định trong Điều 3 rằng lãnh thổ quốc gia gồm 22 tỉnh, Nội-Ngoại Mông Cổ, Tây Tạng, Thanh Hải. Ước pháp thời kỳ huấn chính năm 1931 có quy định trong điều 1 rằng lãnh thổ quốc gia gồm các tỉnh cùng với Mông Cổ và Tây Tạng. Trong Hiến pháp năm 1947 tại Điều 4 có quy định ""lãnh thổ Trung Hoa Dân Quốc căn cứ theo cương vực cố hữu của mình"", song không định nghĩa rõ phạm vi. Có thuyết nhận định, Trung Hoa Dân Quốc thời kỳ Đại lục có tổng diện tích là 11.418.194 km², là nước lớn thứ hai trên lục địa thế giới, cương vực xa đến đỉnh Sayan tại Tannu Uriankhai ở phía bắc; phía đông đến nơi hợp lưu của Hắc Long Giang và Ô Tô Lý Giang; phía nam đến vùng biển bãi ngầm Tăng Mẫu và Lập Địa thuộc Nam Sa; phía tây đến sông Panj thuộc Cao nguyên Pamir.","Trong thời kỳ Đại lục, phía nam của Trung Hoa Dân Quốc kéo dài đến tận làng nổi Margarita trên biển Nam Trung Hoa, đúng hay sai?","Trong thời kỳ Đại lục, phía nam của Trung Hoa Dân Quốc không kéo dài đến làng nổi Margarita, vì làng này không tồn tại trong khu vực đó. Thực tế, biên giới phía nam chỉ đến vùng biển bãi ngầm Tăng Mẫu và Lập Địa thuộc Nam Sa.","{""extrinsic"": 0.35782578587532043, ""intrinsic"": 2.590622901916504, ""no"": 0.8406228423118591}",230,230,31,31,55,55,no→extrinsic,false_hallucination_alarm,,,
